TIME,lat,lon,alt,vel-ns,vel-ew,vel-v,roll,pitch,hdg,p,q,r,ts,ps-pitot,ps-858,ps-hgppt2,ps-aero,ps-aimms,pd-pitot,pd-858,pd-hgppt2,pd-aero,pd-aimms,aoa-aimms,aoa-858,aoa-aero,aos-aimms,aos-858,aos-aero
2021-09-14 12:37:30,45.32442943209329,-75.66495238325103,114.6858410667585,-0.0183460804659603,-0.0289354934756821,-0.0149015103975621,0.4066839164263287,-0.7250418757190511,51.217849549450285,0.036049436522228,0.0113651868770525,0.0045513946269303,12.710469193507834,1005.2358661099588,1005.5356626123656,1004.2780262024196,1005.7649159446833,1004.964,-0.4924415944970555,-0.4548077819790648,0.0473188081936685,2.871972656879388e-05,0.33079833,0.0026953125,-0.0977973522915424,0.0,-0.097128905,0.2335335025298648,0.0
2021-09-14 12:37:31,45.32442930144198,-75.6649525659867,114.7049431041208,-0.0155808438553495,-0.0307331371409148,-0.0149919131467342,0.4061072965078263,-0.7245616560489899,51.215408650603415,-0.042014338720799,0.0162358868666311,0.0108710118148141,12.699287425254283,1005.231830756026,1005.5612761887736,1004.2725712115456,1006.5476039220292,1004.8893,-0.4916228045046849,-0.4509992629698486,0.0553815747902503,1.4546951133043684e-05,0.38940674,0.043203127,-0.0946916919145513,0.0,-0.1321875,0.2311769355416517,0.0
2021-09-14 12:37:32,45.324429250764375,-75.66495279324643,114.71786341479992,-0.0154678643484912,-0.0280440954841713,-0.0171862684351388,0.4072287653714341,-0.7248589914813207,51.214416957458944,0.0215377619832666,-0.0224813048885696,0.0214600047710665,12.707366583621877,1005.21314323129,1005.5387922966884,1004.28,1005.2921164162468,1004.8068,-0.5057546257334954,-0.527732815378013,0.0407076473359343,-1.730942810656974e-06,0.31305176,0.021542968,-0.0953042398004434,0.0,-0.17103516,0.2623429863886704,0.0
2021-09-14 12:37:33,45.32442914510152,-75.66495311820573,114.72713046975883,-0.0163860733222143,-0.0328435053888017,-0.0166057170514969,0.4102988880018686,-0.7252147862972691,51.21446272529286,-0.0126126825347373,0.0362318866361841,-0.016561284698224,12.74360125680306,1005.2154617957032,1005.5561972580914,1004.27,1005.8231646228596,1004.8539,-0.5150119815446244,-0.5288661881033128,0.039,3.749665591739934e-06,0.3545044,-0.029765625,-0.0629686871734978,0.0,-0.090488285,0.2353657573943175,0.0
2021-09-14 12:37:34,45.324429109672735,-75.66495330617262,114.73180655872667,-0.0187899791417534,-0.0308887358058387,-0.0189734644547483,0.4071772578821991,-0.7233019823048216,51.21106,0.0071840371780171,0.0002580801057776,-0.0042891707416426,12.761716414515035,1005.2359751710818,1005.5799914339876,1004.2779471465514,1006.3579799813888,1004.9511,-0.5171763992016977,-0.5245425811559646,0.0465377633750269,-1.336381657258222e-05,0.3291333,-0.053378906,-0.0262767439854312,0.0,-0.10933594,0.2624591226042586,0.0
2021-09-14 12:37:35,45.32442907173872,-75.66495358509471,114.72634276284349,-0.0144549330391489,-0.0306104739621557,-0.0182105348504375,0.4097347948253231,-0.7238824392239462,51.21104490788037,0.0406514354252199,-0.0208507319657137,0.0061069898654717,12.75225078932965,1005.2322141767804,1005.5354229883412,1004.27,1005.7176522925688,1004.8793,-0.4966646180140204,-0.5265053409362707,0.0150385815404675,1.902882081458945e-05,0.30308837,-0.09595703,-0.0303160610120878,0.0,-0.1571875,0.3026493373435376,0.0
2021-09-14 12:37:36,45.32442895034114,-75.66495373555728,114.73318297761914,-0.0221046590317486,-0.0373339534747148,-0.0203834360440779,0.4099148378474559,-0.7213879598776466,51.21205135935275,-0.0239068214851547,0.0158270752255619,-0.001775725742344,12.73849522512404,1005.2199479645344,1005.550342349577,1004.27,1006.0059547985588,1004.9826,-0.5095436385370388,-0.5278643986631717,0.0100341537786299,-6.746282904262787e-06,0.29101318,-0.059785157,-0.0611534604284522,0.0,-0.14353515,0.2643262131645419,0.0
2021-09-14 12:37:37,45.32442887132092,-75.66495398153005,114.74187227810424,-0.0200499077913377,-0.033238288396125,-0.0222957677120251,0.4077395952908663,-0.7045808341273915,51.214278547119264,0.0583853584171396,0.0394092181548575,0.0087295599945963,12.725076561244009,1005.2227641270294,1005.5534251690544,1004.2683459272328,1006.3808973038052,1004.8679,-0.5177450272803567,-0.5287905034383954,0.003,-5.759085550722961e-06,0.27583253,-0.0521875,-0.0315341740389684,0.0,-0.13066407,0.2349055545186246,0.0
2021-09-14 12:37:38,45.32442877941083,-75.66495412071158,114.74509730261252,-0.022757083571928,-0.0367950374170441,-0.0176521373243867,0.4068581745027158,-0.687742509117689,51.21374365852316,-0.0662919424320524,-0.010900217801659,0.0246693487835212,12.712836019308611,1005.2159157514486,1005.5522063043064,1004.2613919316584,1005.7046474767716,1004.7994,-0.5331348232814326,-0.522846574595832,0.0227640462562784,2.392622075506695e-05,0.27183107,-0.11679687,-0.0260766396972673,0.0,-0.13044922,0.2292951708984691,0.0
2021-09-14 12:37:39,45.3244287312312,-75.66495431210711,114.76053449291692,-0.0165812235240626,-0.0301735911526035,-0.0183231860097574,0.4089204455060812,-0.6814918009578715,51.20625155251469,-0.0033599196187625,0.0117867666123873,0.017146558865161,12.720484487354213,1005.2218679779702,1005.5489602489388,1004.259135501979,1005.89815315693,1004.9441,-0.5408141518751639,-0.525717177171062,0.0126685302092821,1.432218769825234e-05,0.26096436,-0.07205078,-0.0270624954292527,0.0,-0.07375,0.2345063898421479,0.0
